product_name,brands,nutriscore_grade
Riz long grain 15 min,Saint eloi,a
Choux de Bruxelles,Saint eloi,a
Choux de Bruxelles,Saint eloi,a
COCKTAIL DE FRUITS AU SIROP LEGER - boîte 1/2,"Paquito,Solaya",a
Cassoulet de castelnaudary au confit de canard,Sélection Intermarché,a
Haricots verts extra fins,Saint eloi,a
Flageolets verts extra fins,Saint eloi,a
Petits pois extra-fins,Saint eloi,a
Petits pois et jeunes carottes extra fins à l'étuvée,Saint eloi,a
Carottes extra-fines,Saint eloi,a
Haricots rouges,Saint eloi,a
Épinards Hachés,Saint Eloi,a
Ratatouille,"Saint Eloi,Sélection des Mousquetaires,Les Mousquetaires",a
Chili con carne,Monique ranou,a
Poêlée champêtre,Saint eloi,a
Poêler méridionale,Saint-Eloi,a
Légumes pour couscous,Saint eloi,a
Paquito Pom Banan SSUCRE4,"Paquito,Intermarché",a
Eau de source St Benoit,"",a
Petits pains grillés sans sucres ajoutés,"Sélection Intermarché,Chabrior",a
Haricots verts très fin,"U Bio, U",a
Brocolis,"U Bio,U",a
Poêlée de Petits Légumes,"U Bio, U",a
Mesclun,U,a
Farine de blé pâtissière T45,U,a
Farine Fluide,U,a
Couscous grains moyens,U,a
Graine couscous grains moyens,U,a
Roquette,U,a
"Salade Mélange Gourmand (frisée,mâche,chicorée rouge)",U,a
"Salade Mélange Gourmand (frisée,mâche,chicorée rouge)",U,a
Mâche,U,a
Eau de source des Alpes,U,a
Ail,U,a
Filet de colin d'Alaska MSC sans peau/sans arête,U,a
Eau minérale naturelle fines bulles,U,a
Eau pétillante,U,a
Vermicelle qualité supérieure,U,a
Coquillettes qualité supérieure,U,a
Macaroni qualité supérieure,U,a
Spaghetti qualité supérieure,U,a
Pates torsade qualité supérieure,U,a
Pates cheveux d'ange IGP d'Alsace aux oeufs,U,a
Pâtes aux oeufs macaroni IGP d'Alsace,U,a
Spaghetti aux oeufs IGP d'Alsace,U,a
Torsades IGP d'Alsace aux oeufs,U,a
Coquillettes IGP d'Alsace aux oeufs,U,a
Petits nids IGP d'Alsace aux oeufs,U,a
Tagliatelles IGP d'Alsace aux oeufs,U,a
Papillons aux oeufs IGP d'Alsace,U,a
Torsade qualité supérieure,U,a
Coquillette qualité supérieure,U,a
Macaroni qualité supérieure,U,a
Vermicelle qualité supérieure,U,a
Pâtes aux oeufs Späetzle IGP d'Alsace,U,a
Torsades aux oeufs tricolores,U,a
Coudes rayés qualité supérieure,U,a
Coudes rayés qualité supérieure,U,a
Penne aux oeufs rigate IGP d'Alsace,U,a
Coeurs de Palmier entier,U,a
Préparation pour pain complet,"U Bio, U",a
Lentilles préparées - 800 g - U,U,a
Haricots Blancs Cuisinés,U,a
U Haricots blancs cuisinés à la tomate,U,a
Marrons entiers,U,a
Pommes sans sucres ajoutés,U,a
Lasagnes qualité supérieure,U,a
Légumes pour couscous,U,a
Coquillette au blé complet,U,a
Torsades au blé complet,U,a
Farfalle blé complet,U,a
Spaghetti Au Blé Complet,U,a
Capellini qualité supérieure,U,a
Tagliatelles Nids qualité supérieure cello,U,a
Nouilles qualité supérieure cello,U,a
Nouilles qualité supérieure cello,U,a
Farfalle qualité supérieure cello,U,a
Penne qualité supérieure cello,U,a
Galette de Riz,U,a
Marrons entièrs à sec,U,a
Taboulé à la menthe,U,a
Riz long grain étuvé 10 minutes,U,a
Riz long grain étuvé,U,a
Riz long grain étuvé 10 minutes,U,a
Amandes goût fumé,U,a
Riz long basmati,U,a
Riz long Basmati,U,a
Velouté tomates et basilic Bio,"U Bio, U",a
Pousses de haricots Mungo,"U Bio, U",a
Flocons d'avoine bio,"U Bio,U",a
Champignons de Paris émincés Bio,"U Bio, U",a
Mélange de fruits tropicaux au jus d'ananas Bio,"U Bio,U",a
Champignons de Paris en persillade,U,a
Purée de pommes bio,U,a
Purée de pomme et mangue,"U Bio, U",a
Purée de pomme et fraise,"U Bio, U",a
Mélange de fruits et de graine,"U Bio, U",a
Tranches de filet de colin nature d'Alaska MSC,U,a
Tranches de filet de cabillaud nature,U,a
Trio de riz,"U Bio, U",a
Boulgour,"U Bio,U",a
Filet de merlu blanc MSC,U,a
Lentilles cuisinées,"U Bio, U",a
"Flageolets Cuisinés U Bio,",U,a
Spécialité fermentée au soja nature,U,a
Purée de pomme sans sucres ajoutés,"U Bio, U",a
Haché de thon à la Provençale,U,a
Purée au lait entier,U,a
Purée nature,U,a
Purée nature,U,a
"Viande hachée pur boeuf, 5% MAT.GR.",U,a
Compote de pomme et poire,U,a
Salade Coleslaw,U,a
"Brandade de morue parmentière,",U,a
Yaourt nature maigre 0% de MG,"U Bio, U",a
Choux de bruxelles,U,a
Choux de Bruxelles,U,a
Lentilles cuisinées,U,a
Lentilles cuisinées,U,a
Purée de pois cassés,U,a
Mélange riz basmati et sauvage,U,a
Riz du Cambodge,U,a
Riz complet,U,a
Quinoa nature,"U Bio, U",a
"Blé, riz et quinoa","U Bio, U",a
Lentilles riz complet et soja,"U Bio, U",a
Puree nature,"U Bio, U",a
Boisson amande intense,"U Bio, U",a
Penne et boulettes sauce tomate,U,a
Couscous volaille et merguez,U,a
Boeuf bourguignon,U,a
Coq au Vin,U,a
Cassoulet toulousain,U,a
"Cassoulet Toulousain U,",Système U,a
Coquillette nature micro-ondable 2 minutes,U,a
Spaghetti bolognaise micro-ondable 2',U,a
Purée de pommes sans sucres ajoutés,U,a
Purée pommes pêches / Spécialité de pommes abricots sans sucres ajoutés,U,a
"Spécialité de pommes, fraises et pommes, framboises sans sucres ajoutés",U,a
Sauce Napolitaine,U,a
Coupelle allégée dessert de fruits pomme poire et pomme fraise,U,a
Purée de pomme sans sucres ajoutés,U,a
Lapin chasseur,U,a
Cassoulet - Charcuterie Pur Porc,U,a
Cassoulet - Charcuterie Pur Porc,U,a
Chili con carne,U,a
Chili Con Carne,U,a
Frites Bio,"U Bio, U",a
Porc au caramel et riz,U,a
Pain de mie complet extra moelleux,U,a
Oreillons de Pêches au sirop léger,U,a
Trio de choux en fleurettes,U,a
Ananas tranches entières pur jus,U,a
Poires demi-fruits au sirop léger,U,a
Ananas en tranches entières au pur jus d'ananas,u,a
Petits pois extra fins à l'étuvée,U,a
Petits pois extra-fins à l'étuvée,U,a
Petits pois très fins à l'étuvée,U,a
Petits pois très fins et carottes à l'étuvée,U,a
Petits pois très fins et carottes à l'étuvée,U,a
Petits pois extra-fins et carottes à l'étuvée,U,a
Petits pois extra fins et carottes à l'étuvée,U,a
Haricots verts très fins,U,a
Haricots verts très fins,U,a
Haricots verts extra-fins cueillis et rangés à la main,U,a
Haricots verts extra-fins cueillis et rangés à la main,U,a
Haricots verts extra-fins,U,a
Haricots verts extra-fins cueillis et rangés à la main,U,a
Epinards en branches,U,a
Carottes extra fines,U,a
Macédoine de légumes,U,a
Macédoine de légumes,U,a
Flageolets verts extra-fins,U,a
Flageolets verts extra-fins,U,a
Flageolets verts fins,U,a
Maïs Doux,U,a
Maïs Doux,U,a
Pousses de haricots mungo,U,a
Asperges blanches pelées miniatures,U,a
"Flageolets Vert, extra-fins",U,a
Macedoine de legume,U,a
Petits pois extra-fins à l'étuvée,U,a
Flageolets extra-fins,U,a
Haricots Verts Très Fins,U,a
Petits pois extra-fins et carottes à l'étuvée,U,a
Macédoine De Légumes,U,a
Asperges blanches très grosses pelées,U,a
Salsifis,U,a
Champignons de Paris entiers 1er choix,U,a
Champignons de Paris entiers 1er choix,U,a
Champignons de Paris Emincés 1er choix,U,a
Champignons de Paris pieds et morceaux,U,a
Champignons de Paris pieds et morceaux,U,a
Pulpe de tomates en dés,"U,Système U",a
Pulpe de tomates en dés,U,a
"Légumes Vapeur chou fleur, chou romanesco, brocolis et carottes",U,a
Légumes Vapeur haricots beurre et plat et poivrons jaunes et rouges,U,a
"Légumes Vapeur petits pois, haricots verts et brocolis",U,a
julienne de légumes,U,a
Haricots plats,U,a
Fromage frais en faisselle 0% de MG,U,a
Salade Niçoise au Thon,U,a
Salade mexicaine au thon,U,a
Salade américaine au thon,U,a
Sandwich club poulet rôti crudités,U,a
Farine de sarrasin,U,a
Macédoine de légumes,U,a
Haricots verts extra-fins en fagot cueillis et rangés à la mains,U,a
Eau de source de montagne des Alpes,U,a
Asperges Vertes moyennes,U,a
Pointes d'asperges vertes,U,a
Linguine aux oeufs frais,U,a
Fromage frais nature,"U Bio,U",a
Fromage frais nature au lait pasteurisé 6% de MG,"U Bio,U",a
Fromage frais nature 0%,U,a
Trio de poissons nordiques,U,a
Crevettes entières crues,"U, U Bio",a
Noix de St Jacques sans corail pêchés en Atlantique,U,a
Petit salé aux Lentilles Cuisiné à la Graisse de Canard,U,a
Petit salé aux lentilles,U,a
Saucisses lentilles Cuisinées à la Graisse de Canard - 840 g - U,U,a
Tomate & Basilic,U,a
Caviar d'Aubergine,U,a
Duo de mâche/roquette,U,a
Ratatouille,"U Bio, U",a
Pain de mie sandwich complet,U,a
Toasts ronds au seigle spécial saumon,U,a
Pain de mie sandwich complet,U,a
Pavé de saumon Norvège,"U Bio,U",a
Nems aux crevettes x4 + sauce nuoc mam,U,a
Steaks hachés pur boeuf Viande bovine française 5% de MG,U,a
Brisures de framboises,U,a
Pois garden peas,U,a
Filets de cabillaud panure croustillant MSC,U,a
Coulis tomate,"U Bio, U",a
"Palets légumes poireau, pomme de terre, carotte",U,a
"Palets de légumes courgette, petits légumes",U,a
"Palets de légumes chou-fleur, brocoli, carotte",U,a
Choux fleurs Bio,"U Bio, U",a
Légumes pour potage,"U Bio, U",a
Poêlée de champignons à la forestière,U,a
Vermicelles de riz,U,a
Eau de source de montagne des Pyrénées,Selection U,a
Eau de source des montagnes des Pyrenées,U,a
Carottes rapée vinaigrette allégée,"",a
Cassoulet,Stéphan,a
Cassoulet Stephan,Stéphan,a
Poudre de Cèpes Séchés,"Cie du Mont-Lozère,Champiland",a
Matzoth,rosinsky,a
Pain Azyme,Rosinski,a
Pain  azyme,Rosinski,a
Matsots Rosinski - 900 g,Rosinski,a
Pave d'autruche,DAM Damien de Jong,a
2 pavés de zèbre aux baies roses,DAM,a
Rôti de Cerf au Vin Rouge,Damien De Jong,a
Paves de kangourou,Dam,a
Pavés de Kangourou,Dam,a
Pavés de Kangourou,"DAM,Damien de Jong",a
Lait écrémé,"",a
12 Gros oeufs extra frais BURELAND,Bureland,a
Oeufs gros Bureland Dates,"Savourez L Alsace,BURELAND",a
6 oeufs bio bureland,BURELAND,a
Royal compote,Royal,a
Compote goyave rose,Royal,a
Compote,,a
Lait 1/2 ecreme UHT,"",a
Lait frais pasteurisé Demi-écrémé,Alsace lait,a
Lait frais demi-écrémé pasteurisé issu de vaches nourries sans OGM,Alsace Lait,a
Lait frais demi-écrémé pasteurisé,Alsace Lait,a
"Fromage Blanc  Nature lissé 2,80%","Alsace Lait,Alsace Lait Professionnel",a
Fromage blanc nature 0% MG,Cooperative alsace lait,a
"Fromage Frais 0,2% MG",Petite France,a
"Fromage blanc nature 2,8% MG","Alsace Lait,Coopérative Alsace Lait",a
"Fromage blanc nature 2,8% MG",Alsace lait,a
Fromage Blanc nature 2.8%,Alsace Lait,a
Lait fermente Petite France PPX brique de 1L,Petite france,a
Lait fermenté,Alsace lait,a
Lait fermenté,Alsy,a
Pain de Seigle Complet,L'Épi,a
Pain complet,L'Epi,a
Pain complet,L'épi,a
Fromage blanc nature 0%,Lebeau,a
Fromage blanc aux herbes (0% MG),Lebeau,a
Neymann's Pain spécial croustillant complet 100% bio,"René Neymann,Neymann's",a
Neymann's Pain spécial croustillant au sésame 100% bio,"René Neymann,Neymann's",a
Pain spécial croustillant oeufs et oignons,"René Neymann,Neymann's",a
Neymann's Pain spécial croustillant au cumin,"René Neymann,Neymann's",a
Pain Croustillant à l'Épeautre,Neymann's,a
Sanita au son,René Neymann,a
SANITA Pain azyme au seigle 200g,"René Neymann,SANITA",a
SANITA Pain azyme bio 200g,"René Neymann,SANITA",a
SANITA Pain azyme 400g,"René Neymann,SANITA",a
Les Matsot de Wasselonne à la farine complète,"René Neymann,Les Matsot de Wasselonne",a
Les Matsot de Wasselonne à la farine d'épeautre,"René Neymann,Les Matsot de Wasselonne",a
Les Matsot de Wasselonne Extra fines 900g,"René Neymann,Les Matsots de Wasselonne",a
Pois chiches au cumin,Oh! Légumes Oubliés,a
Soupe de courgette,Légumes Oubliés,a
Farine,Farine juliette,a
Farine de blé Type 65,"Sans marque,Dhumeaux",a
Farine blanche colombe,moulins-soufflet,a
Ratatouille niçoise,"Le Cabanon,Le Cabanon en Provence",a
Haricots Rouges,,a
Haricots Rouges,Le Cabanon en Provence,a
Sauce bolognaise,Masque d'Or,a
Purée de tomates thym -basilic,Le Cabanon,a
Puree de tomates,,a
Miel de pommier,"Famille Perronneau, Finabeil",a
Sardines Marinade sans huile au citron Bio,Connetable,a
Thon Albacore au naturel à teneur réduite en sel,Phare d'Eckmühl,a
Skipjack Tuna | In Brine,Phare d'Eckmühl,a
Filet de merlu,Phare d'Eckmühl,a
Soupe de poisson au saumon,Phare d'Eckmühl,a
Lentille Verte Du Puy,La ponote,a
Lentilles vertes - 500 g - Le Bon Semeur,Le Bon Semeur,a
Lentilles Vertes De France Bio,Le Bon semeur,a
Lentilles Blondes,Le Bon Semeur,a
Pois Cassés Jaunes,Le bon semeur,a
Flocons d'avoine,Le Bon Semeur,a
Cocos blancs,Le Bon Semeur,a
Flageolets Verts de France,Le Bon Semeur,a
Haricots rouges,Le bon semeur,a
Pois Cassés Verts,Le bon semeur,a
Lentille verte du Puy,"La Ponote,Société Trescarte",a
Lentilles Vertes de France précuites 10min,Le Bon Semeur,a
Pois Cassés Verts précuit 10min,Le Bon Semeur,a
Quinoa,Le Bon Semeur,a
Haricots verts extra-fins surgelés,Leader Price,a
Légumes pour Potage,Leader Price,a
Brocolis en fleurettes,Leader Price,a
Épinards Hachés à la Crème,Leader price,a
Carottes en rondelles surgelées,Leader Price,a
Poireaux en Rondelles,Leader Price,a
Courgettes en rondelles,Leader Price,a
Oignons émincés,Leader Price,a
Haricots plat coupés,Leader Price,a
Epinards en branches,Leader Price,a
Épinards en Branches à la Crème,Leader Price,a
Duo de Courgettes assaisonnées,Leader Price,a
Légumes Cuisinés à l'Italienne,Leader Price,a
Légumes cuisinés à la florentine,Leader Price,a
Mes Légumes Vapeur Assaisonnés,Leader Price,a
Mes légumes minceurs,Leader Price,a
"",leader price,a
Duo de choux assaisonnés,Leader Price,a
Purée de Céleris - Surgelé,"Leader Price,DLP (Distribution Leader Price),Groupe Casino",a
Café moulu Grand Moka d'Ethopie pur arabica,Leader Price,a
Cafe Costa Rica,Leader Price,a
Mélange de Champignons,Leader Price,a
Ail Semoule,Leader Price,a
Thym,Leader Price,a
Basilic Entier,Leader Price,a
Basilic entier,Leader Price,a
Échalote,Leader Price,a
Origan,leader price,a
Origan,Leader Price,a
"Herbes de Provence, 85 g",Leader Price,a
Poivrons Rouges Doux,Leader Price,a
Crevettes décortiquées cuites,La Table des Pêcheurs,a
Pavé de saumon atlantique,La Table des Pêcheurs,a
Gambas - crevettes entières crues surgelées,La table des pêcheurs,a
Tranches de filets de saumon Atlantique,Toupargel,a
Dos de Cabillaud,La Table des Pêcheurs,a
Portions de Filets de Saumon Rose,La Table Des Pecheurs,a
Filets de Saumon Rose du Pacifique congelé,La Table Des Pecheurs,a
Filets de cabillaud,La Table des Pêcheurs,a
Moules Marinières,Maximo,a
Poêlée tagliatelles et gambas,À TABLE !,a
Ailes de raies pelées,La Table des Pêcheurs,a
Ailes de raie,"",a
"Gambas entières crues, 400g",La Table des Pêcheurs,a
Cœur de Colin d'Alaska,La Table des Pêcheurs,a
Noix de Saint-Jacques,Casino,a
Paëlla,"A Table,Saveurs du monde",a
Queues de crevettes,La Table des Pêcheurs,a
Falafels pâtes perles et légumes à la Libanaise,Frial,a
"Fonds D'artichauts, Importation. Le Sac De 1 Kilo",Picard,a
Poireaux en rondelles,Picard,a
4 Tranches de filet de Cabillaud,Picard,a
Pommes Sautées en Rondelles,Picard,a
Chicken Fillets - Frozen,Picard,a
Épinards hachés,Picard,a
Petits Pois Doux Extra-fins et Jeunes Carottes,Picard,a
Champignons de Paris Miniatures. Le Sac De 450 Grammes,Picard,a
Crevettes Sauce Piquante et Riz Thaï,Picard,a
Haricots verts extra-fins,Picard,a
Framboises Entières Surgelées 1kg,Picard,a
Melon en Billes,Picard,a
Petits pois doux extra-fins,Picard,a
Choux-fleurs En Fleurettes,Picard,a
Haricots beurre extra-fins,Picard,a
Purée de marron,Picard,a
Courgettes en rondelles surgelées,Picard,a
Printanière de Légumes,Picard,a
Haricots verts très fins,Picard,a
Haricots Verts Très Fins,Picard,a
Framboises Brisées 1 Kilo,Picard,a
Persil plat coupé surgelé,Picard,a
Blancs de Clamar,Picard,a
Purée de Haricot Vert Surgelée,Picard,a
Rhubarbe en morceaux,Picard,a
Mangues en tranches sans peau,Picard,a
Petits oignons blancs entiers,Picard,a
Maïs Doux en Épis,Picard,a
Filets de flétan du Groenland,Picard,a
Oignons émincés,Picard,a
Légumes pour ratatouille,Picard,a
Escalope de dinde,Picard,a
Pommes noisettes,Picard,a
"Échalote coupée, Surgelée",Picard,a
Pommes noisettes,Picard,a
Champignons de Paris émincés,Picard,a
Haricots verts extra-fins,Picard,a
Potage mélange de légumes,Picard,a
Purée de carotte,Picard,a
Purée de céleri-rave,Picard,a
Filets de Cabillaud,Picard,a
Sauté de dinde,Picard,a
Oseille coupée,Picard,a
Purée de pomme de terre,Picard,a
Epinards coupés à la crème,Picard,a
Ail coupé,"Picard,Darégal",a
Petits pois,Picard,a
Asperges vertes,Picard,a
Fonds d'artichauts de Bretagne,Picard,a
"Haricots verts, non calibrés, surgelés",Picard,a
Epinards en branche,Picard,a
Salsifis coupés,Picard,a
Cubes de tomates à l'italienne,Picard,a
Petit Pois Doux bio,"PICARD,LE BIO PAR PICARD",a
Fleurettes de brocolis,Picard,a
CHOUX FLEURS Bio,Picard,a
Jardinière Bio De Légumes 600g,Picard,a
Haricots plats coupés,Picard,a
Epinards en branches surgelés,Picard,a
Carottes en rondelles surgelées Bio - 600 g,Picard,a
Courgettes en rondelles Bio,picard,a
Fleurettes de brocolis Bio,Picard,a
Pois gourmands,Picard,a
Fèves pelées,Picard,a
Tomates en quartiers pelées,Picard,a
"Mélange de légumes - Brocolis, choux-fleurs, jeunes carottes",Picard,a
"Mélange de Brocolis, Pois croquants, Courgettes grillées, Tomates Cerises",Picard,a
Gratin de légumes à la provençale,Picard,a
Gratin d'aubergines,Picard,a
Aubergines grillées en tranches,Picard,a
Salade taboulé,Picard,a
Ratatouille cuisinée,Picard,a
Mélange pour Potage Minestrone,Picard,a
Riz Basmati,Picard,a
Poivrons grillés en quartiers,picard,a
Légumes à la basquaise,Picard,a
Vegetables For Couscous,Picard,a
Mélange de légumes grilles,Picard,a
8 palets de légumes préfrits,Picard,a
"Lentilles vertes aux lardons, Surgelées",Picard,a
Poêlée De Legumes Verts,Picard,a
Pomme rissolées en cubes,Picard,a
Purée De Pommes De Terre Bio. Le Sac De 600 Grammes,Picard,a
Pommes rissolées en cubes,Picard,a
Purée de Pois Cassé Surgelée,Picard,a
Purée de Brocolis,Picard,a
Pommes allumettes à four,Picard,a
Ail Coupé,Picard,a
Frites,Picard,a
Pommes rissolées XL en cubes,Picard,a
Échalote coupée surgelée,Picard,a
Frites,Picard,a
Persil plat,Picard,a
Thym,Picard,a
Picard - Basilic coupé,Picard,a
Aneth Coupé,Picard,a
Pommes allumettes,Picard,a
Menthe douce coupée,Picard,a
"Picard - Mélange pour poissons (Aneth, thym, romarin, persil, ciboulette, coriandre)",Picard,a
Jeunes Cèpes Coupés,Picard,a
Champignons de Paris émincés,Picard,a
Les Frites,Picard,a
Purée de Potiron,Picard,a
Les frites XL,Picard,a
Cèpes Émincés,Picard,a
Mélange tradition,Picard,a
Girolles,Picard,a
Mélange de champignons cuisinés,Picard,a
Cocktail De Fruits Rouges,Picard,a
Salade aux fruits rouges,Picard,a
Potage Minestrone,Picard,a
Mirabelles de Lorraine en oreillons,Picard,a
"Figues En Quartiers, Importation. Le Sac De 600 Grammes",Picard,a
Ananas en morceaux,Picard,a
Potage légumes verts,Picard,a
So Soupe bouillabaisse,Picard,a
So Soupe au Pistou,Picard,a
"Gaspacho tomate, poivron, concombre",Picard,a
Potage de légumes bio par Picard,Picard,a
Steaks haches pur boeuf 5% surgeles,Picard,a
Carpaccio de boeuf,Picard,a
Sauté de Veau,Picard,a
Gigot d'Agneau,Picard,a
4 Biftecks Hachés 8%,Picard,a
2 Souris D'agneau Congelées Jarrets,Picard,a
8 BIFTECKS HACHES PUR BOEUF FACON BOUCHERE 8% DE MATIERE GRASSE,PICARD,a
6 Biftecks hachés de Charolais pur boeuf,Picard,a
Pavés de cerfs x4,Picard,a
Côtes de porc désossées marinées,Picard,a
Sauté de porc à la tomate et aux olives,Picard,a
4 côtes de porc à la moutarde et au miel surgelés,Picard,a
Escalopes de dinde à la viennoise,Picard,a
4 Tranches de filet de Colin d'Alaska Picard,Picard,a
4 pavés de saumon atlantique,Picard,a
Soles Pelées et Vidées,Picard,a
Filets de Cabillaud,Picard,a
4 portions de Colin d'Alaska,Picard,a
Filets de lotte du cap,Picard,a
15 bâtonnets panés de colin d'Alaska,Picard,a
4 dos de cabillaud,Picard,a
Cabillaud panure croustillantes,Picard,a
Dos de Merlu blanc du Cap,Picard,a
Filet de colin l'Alaska sans arrête,Picard,a
Crevettes tropicales décortiquées cuites surgelées,Picard,a
Noix de Saint-Jacques avec corail,Picard,a
"Langoustines Entières Crues, Pays-bas, Boîte De 500 Grammes",Picard,a
Moules du Pacifique cuites Et décoquillées,Picard,a
Anneaux de calmars,Picard,a
Noix De Saint Jacques,Picard,a
Queues De Crevettes Cuites,Picard,a
Queues de Crevettes,Picard,a
Ailes de raie,Picard,a
Dos de Colin Lieu,Picard,a
Dos d'églefin,Picard,a
2 dos de Colin lieu,Picard,a
2 pavés de saumon Atlantique,Picard,a
Dos de cabillaud,Picard,a
4 filets de cabillaud panure croustillante,Picard,a
8 portions de filets de cabillaud,picard,a
4 pavés de saumon argenté du Pacifique MSC,Picard,a
morceaux choisis de poissons nordiques,Picard,a
Filet de Limande,Picard,a
2 pavés de thon albacore,Picard,a
Filets de dorade-sébaste surgelés,Picard,a
4 Pavés Truite Arc-en-ciel Surgelés,Picard,a
8 portions panées de cabillaud,Picard,a
Portions de filmets d'églefin,Picard,a
4 portions de filets de saumon Atlantique,Picard,a
Dos de colin d'Alaska,Picard,a
Filets de Merlan,Picard,a
Filets de colin d'Alaska meunière,"Picard,Saveurs des mers",a
2 dos de Cabillaud avec peau,Picard,a
Aiguillettes de poulet coupées rôties,Picard,a
2 Filets De Poulet,Picard,a
Aiguillettes de poulet saveur citron surgelées,Picard,a
Aiguillettes de poulet aux épices tandoori,Picard,a
Aiguillettes de canard du sud-ouest,Picard,a
Aiguillettes de Canard du Sud-Ouest Marinées à la Forestière,Picard,a
Escalopes de poulet panées,Picard,a
2 brochettes royal grill volaille tikka,picard,a
2 brochettes royal grill volaille à la provencale,picard,a
Poulet Korma et riz basmati,"Picard, Cuisine Evasion",a
Poulet Tikka et riz basmati,Picard,a
Filets de rouget-barbet cinnabare avec peau surgele,Picard,a
"Couscous Royal au Poulet, Merguez et Agneau",Picard,a
Moussaka,Picard,a
Poulet à la basquaise et riz,Picard,a
"Couscous, Surgelé","Picard,Formule express",a
2 soupes thaï au poulet et aux vermicelles,CUISINE ÉVASION,a
Bœuf aux oignons et nouilles chinoises aux légumes,"Picard,Cuisine Évasion",a
Butter chicken et riz pilaf,Picard,a
8 Nems au Poulet et à la Coriandre (avec sauce Nuoc-Mâm),"Cuisine Évasion,Picard",a
Crevettes sauce piquante et riz thaï surgelés,Picard,a
"Couscous Royal au poulet, agneau et merguez",Picard,a
Guacamole,Picard,a
Guacamole Épicé,Picard,a
15 mini-speed,Picard,a
4 Petits Pains sans Sel,Picard,a
Pain tranché complet,Picard,a
Pain aux céréales tranché,Picard,a
Pain muesli,Picard,a
2 Petites Baguettes Céréales,Picard,a
Baguette de campagne,Picard,a
2 petites baguettes de campagne,Picard,a
Pate a pizza,Picard,a
Poireaux en rondelles,Picard,a
2 Tartares de Saint-Jacques,Picard,a
Carpaccio saumon Atlantique,Picard,a
Tataki de saumon atlantique,Picard,a
Tataki Saumon Atlantique Sauce Soja - Sésame,Picard,a
Tartare thon albacore,Picard,a
Sashimi Thon Germon,Picard,a
Ceviches Thon,Picard,a
TATAKI Thon germon,Picard,a
Homard cru decortiqué,Picard,a
Crevettes Entières Crues,Picard,a
Cocktail de 3 fruits de mer,Picard,a
"Noix de Saint-Jacques* aux tomates séchées et au romarin, Surgelé",Picard,a
"Noix de Saint-Jacques, avec Corail",Picard,a
Queues de langouste blanche crues,Picard,a
Queues de crevettes crues carapace coupée,Picard,a
Écrevisses cuites décortiquées,Picard,a
"Crevettes à l'huile d'olive, au persil et à l'ail",picard,a
Moules du Pacifique à la marinière,Picard,a
"Queues De Crevettes Crues, Carapace Coupée",Picard,a
Pinces de tourteaux cuites,Picard,a
Noix De Saint Jacques De La Baie De St Brieuc,Picard,a
Crevettes Entières Crues,Picard,a
Cocktail de la Mer Cuisiné,Picard,a
Crevettes entieres crues,Picard,a
8 Crevettes entières crues,Picard,a
Noix de Saint-Jacques sans corail (France),Picard,a
6 Yakitori de saumon,Picard,a
"Noix de Saint-Jacques Sauce aux Morilles, Surgelées",Picard,a
Noix de saint jacques,Picard,a
Morceaux de Calmar géant cuits,Picard,a
"Noix de Saint-Jacques Pérou ASC, avec Corail",Picard,a
Crevettes entieres crues,Picard,a
"Poêlée de Champignons, Sauce au Porto Rouge",Picard,a
Mélange à la Thaïlandaise,Picard,a
Melange a l'orientale,Picard,a
Wedges au poivre noir,Picard,a
Pommes noisettes à la patate douce,Picard,a
Purée de pois cassé,Picard,a
Puree de brocoli,Picard,a
"Oursons de Purée de Pomme de Terre, Carotte Cuisinée",Picard,a
Ail coupé surgelé,Picard,a
Persil Plat Coupé Bio,Picard,a
Purée de pomme de terre au poulet et aux carottes,Picard,a
Court-Bouillon,Picard,a
Poêlée de champignons à la forestière,Picard,a
Oignons rouges émincés surgelés,Picard,a
Citronelle coupée,picard,a
FRITES préfites - surgelées 600 g,Le BIO par Picard,a
Purée de légumes verts cuisinée à la crème fraîche Picard,Picard,a
Oignons émincés Bio,Picard,a
Röstis de pomme de terre,Picard,a
Mélange de champignons,Picard,a
Purée de petit pois,Picard,a
Semoule au poulet,Picard,a
Sauce Bolognaise,Picard,a
"Colin d'Alaska sauce provençale, Surgelé",Picard,a
Navets en Morceaux,Picard,a
8 Palets de légumes préfrits - surgelés,Picard,a
Quinoa et céréales cuisinées,Picard,a
Poêlée cuisinée à la forestière,Picard,a
Tajine de légumes surgelé,Picard,a
Duo de haricots plats coupés,Picard,a
"Boulghour et céréales cuisinés à  l'huile d'olive (3,4%)",Picard,a
Feuilles d'épinard,Picard,a
Mélange De Légumes Vapeur,Picard,a
Mélange de Légumes Vapeur,Picard,a
Jeunes Carottes Extra-Fines,Picard,a
Fèves extra-fines,Picard,a
Poêlée à la campagnarde,picard,a
Flageolets Verts Fins,Picard,a
Mogette de Vendée,Picard,a
Julienne de légumes Bio,Picard,a
"Trio de Fleurettes : Brocoli, Chou-fleur, Chou romanesco",Picard,a
Choux de Bruxelles,Picard,a
Garden Peas,Picard,a
Trio de poivrons,Picard,a
Fondue de poireaux,Picard,a
Pavés de Bœuf Marinés,Picard,a
Pavés de bœuf marinés aux 3 poivres,Picard,a
4 Biftecks de Bavette d'Aloyau à Griller,Picard,a
"Carpaccio de boeuf mariné, sauce au pistou",Picard,a
4 effeuilles de charolais,Picard,a
Ris de veau,Picard,a
